Month,Revenue,Cost_of_Production,Operating_Expenses,Net_Profit,Risk_Score,Credit_Score,Budgeted_Revenue,Budgeted_Cost_of_Production,Revenue_Variance,Cost_Variance,Profit_Margin,Revenue_Growth_Rate,Operating_Margin,Budgeted_Net_Profit,Product_Category
2023-03-31,195070.501986197,284609.02760889794,28665.12763334168,109451.22330391647,6.24224882298927,355.81,198439.71128704475,267963.6079812481,-12391.473900303137,-7958.3136494566925,61.5404511897974,-58.7470454083226,90.86222914411671,,Biologics
2023-04-30,384871.9652593534,112361.74308402967,47521.01022762233,31291.13575278633,1.4163689741644125,664.93,216384.09162121473,124998.86441549365,11337.865401774741,-10880.025934175263,12.199564128479626,82.03115873371179,76.69721252651782,,Biologics
2023-05-31,247833.0521803564,115817.95197316866,25500.274972549218,58149.957393250486,4.9760196731545765,302.78,283210.5948425326,151448.64562029435,23576.654536382805,-9358.924782731294,12.796927444008087,11.429759592302155,79.48023994300817,,Biologics
2023-06-30,138997.08762940922,179486.6541473847,145593.80812320265,57821.470645043846,3.320284161404272,388.44,153762.9815989823,160246.6921507896,-11055.282401526669,6759.949060020323,82.11600214459388,-61.34258068750915,-21.215922920873325,,Biologics
2023-07-31,357715.9796801709,92870.23063665764,94310.70550956888,40411.24098519104,6.902599549150525,601.8,354105.75407843187,62048.16189516591,2688.9993059513185,1888.4382455719078,14.647644831658486,202.62594014684544,69.24102602070309,,Biologics
2023-08-31,174280.99892560384,215323.40945462266,104413.69309672408,104075.8790197394,2.1854236631533337,680.54,183229.46011291622,221142.51740435732,-14326.873389464641,17221.534808746237,62.90534185726058,-59.351018986190475,38.974950785645596,,Biologics
2023-09-30,122714.0900793421,55295.475060065066,241054.75671569913,106518.26019172525,6.432029474165937,658.58,131069.00629568628,67702.41029350262,-12140.022389759231,-1254.1515655319101,64.22343001899148,-23.705088936400106,-48.5553489291764,,Biologics
2023-10-31,546524.6800505935,307351.7498218536,63010.2630750941,33736.09637393224,4.394091017747789,423.35,636116.0348417291,318612.34629147634,-36641.22985008821,31555.046709660473,5.009219669199,318.6740306101209,96.8311018816095,,Biologics
2023-11-30,516267.7015372719,272203.71242762805,102840.04532280384,68254.01084204136,11.372503686331529,691.7,543293.0123738104,207686.33535336787,15763.506261271817,2198.7497529555717,8.623881964310062,1.2966791457792006,77.32659754710109,,Biologics
2023-12-31,529359.3963178131,90648.56844443055,138001.41050196718,28816.029333817878,2.586178972149209,430.49,353584.4555368223,88489.9638364381,7978.447542803498,-1159.5741124754534,8.73145681234496,-9.097120312735862,58.558983003341844,,Biologics
2021-01-31,217417.46249353964,99585.80605947033,35650.59511308335,28264.246304994125,3.976930142473208,487.59,178750.46751446606,160099.6380535393,5703.02161322986,-13228.00188170541,11.110709536750557,0.0,116.67272712748236,,Biologics
2021-02-28,365260.82443685795,72864.70247844135,110834.64473070513,14626.346071501088,1.3738428526569753,362.41,530608.9594133744,81718.35245410084,-17730.699435812185,2275.794994555283,4.6615253213528485,100.74121146921745,58.90318965010136,,Biologics
2021-03-31,385329.2453716532,156158.42444387637,164258.25175744714,30072.51365764357,5.177604515161641,808.58,552689.95211162,167624.46112216418,-12097.15880984824,15483.54153269512,9.725231158927839,-16.67308649194329,71.61207840308296,,Biologics
2021-04-30,417207.4077958042,156026.9807567274,142994.34859031707,27548.566742324336,4.714477931546728,782.54,235857.24437238026,110136.15313076315,-27587.31013243403,-1484.8860403047331,8.085022859724612,-17.991636103426316,50.60976333752413,,Biologics
2021-05-31,97466.10309964643,65347.153350078275,179639.49981303996,111651.04205506173,1.455562976382463,441.87,134951.69246733608,112867.52122567581,-4439.136453349041,-5393.751352616221,59.72836405121446,-62.89610264157484,0.5498711042805159,,Biologics
2021-06-30,198339.5575039286,134649.5049588625,26551.93733949465,70539.58683410352,3.4084921330206357,662.99,158356.49385578965,179951.1153203365,-1643.0598601966271,-6714.214297815228,42.191458580834166,-0.01620827603187046,59.122836126155484,,Biologics
2021-07-31,99909.11115013999,63534.10735030497,82877.69342466269,57119.75165758307,6.665865409214061,749.47,119466.2743601407,73556.33216612665,10857.154806621807,-546.7688553892522,71.75643988646242,-30.66699033958033,26.746816457538856,,Biologics
2021-08-31,431733.4591718729,238613.22512066565,59035.71667532163,117128.040058156,2.4258532381609705,605.36,384687.3025944061,317722.66784407716,16030.130508203025,17780.84032369653,17.805484250896043,202.35447061279368,69.25329568854801,,Biologics
2021-09-30,383920.423261661,142761.1551019046,156986.66063009875,55406.34746965608,2.441968618826026,591.31,235904.0938477448,117486.68530407656,12906.125386104417,-2169.3062804745,27.967565033126107,-35.39294806684415,43.08939375088969,,Biologics
2021-10-31,506075.9294519323,249752.98457597283,124009.13715829712,19760.451055946698,5.969053258471153,433.02,316690.137132627,276006.4270643215,19174.528233533663,-25146.087357288943,7.679340150136538,11.94519199826981,57.67093821153345,,Biologics
2021-11-30,155110.26542372376,145027.00820526545,111418.4565044294,53837.41121083389,10.71915828976124,351.21,104891.96485029027,83327.09299543504,-8857.410480262015,7528.222500011616,105.2203034351472,-62.54670601264706,22.849428057451764,,Biologics
2021-12-31,417584.60123975197,180392.77309022006,31489.88885618668,53916.4975503935,3.8711145366010045,793.47,545888.1482883672,217429.74019227218,7170.704574852963,0.0,11.912376899350333,353.92579079941237,100.88923457132847,,Biologics
2022-01-31,306367.37927034777,137366.78285119662,51138.18809950347,68127.523228037,6.062041699790051,795.23,536658.4823076074,175069.88634048108,-42192.606212041734,-11456.601688309218,16.43139603907831,-11.756549439470351,56.18079454586526,,Biologics
2022-02-28,265161.87037173304,88942.22508156527,68995.60689586592,75417.40334904658,9.770290092726336,648.21,183872.58911718402,104614.10074161795,-4169.955609930486,-5342.317753269066,35.75259982115238,-54.96496604287595,42.881658985313116,,Biologics
2022-03-31,135002.5403712899,294757.3437951945,140670.6362705014,42417.324872735975,3.024894093767192,486.47,219836.9987625738,311894.81198597385,-10786.390722908596,-9878.51269475755,19.320731735615997,-7.0323903855469405,13.476366225612503,,Biologics
2022-04-30,172797.39550820185,263449.38700194284,188281.8008477216,14176.526229388559,6.680670117789221,492.07,147785.26636108424,307165.58175715513,0.0,-11469.869805779186,16.087968170510848,0.2884748629666214,18.53655767744177,,Biologics
2022-05-31,242238.2206939742,229533.99977565408,187688.38900904747,26303.452248788923,4.180065059047837,699.28,238942.96225524193,232541.6675995608,-4996.184535452109,5793.393018931288,10.272222776877957,30.939199918556337,23.293026009063936,,Biologics
2022-06-30,215711.43764381894,255665.82987771588,135412.05410911652,52766.99592602438,5.797345561925965,793.41,203674.12828277238,260696.95774381602,0.0,7693.609702763361,17.579042263651974,48.93215504421791,66.84359441799513,,Biologics
2022-07-31,335757.98784881656,206044.85680428141,55917.38789013896,67774.27680686816,6.272982963090147,787.9,231567.4470150622,180114.7902542771,14193.474811268437,-15674.225386067079,31.376650891096116,-16.68451831713754,86.22483142616166,,Biologics
2022-08-31,188212.20841087232,272151.4882455738,195750.53696304315,53879.58489474263,6.1158282299654285,728.93,247675.22020221298,355058.82503168535,-9882.779380332086,-10742.47098958404,39.44025180426053,-17.574563864900657,21.43242700380475,,Biologics
2022-09-30,416301.6912738634,72968.88894188081,141866.46635468234,10168.66368129784,1.8326089947369628,653.12,351144.942921246,78608.13632892564,12555.388312614537,-6049.834727375899,2.1511772592081093,49.58515764615024,63.67629790860643,,Biologics
2022-10-31,159331.2817336423,74336.53934345348,109545.66349398988,84255.00896936408,7.825170203128707,346.28,162779.930483097,93583.59868462698,13796.374446192445,-8174.72428074102,37.3333935768298,-37.34022700713039,20.440562438209472,,Biologics
2022-11-30,230814.83076562837,44621.30082456391,168509.79423233538,42391.89203023038,5.0076017057014015,388.9,197256.9732086666,70788.42275747034,-4957.661982861202,0.0,13.31920243038773,25.400354866120125,33.01778942507144,,Biologics
2022-12-31,231386.43994444382,106608.59323328933,89055.27113353756,28462.343780946845,2.73953926416024,794.2,294555.0196335621,201358.61451882188,11379.847983185286,0.0,8.197220392335481,19.004502938019662,67.09194585677616,,Biologics
2023-01-31,274152.73014278314,123762.62133099766,136443.97898443005,15014.765306328389,1.1472108989047731,633.54,366486.97722532036,146659.17929693675,-30745.319610458067,-7555.656438864208,6.500508687081774,11.30779943819006,78.03355295515904,,Biologics
2023-02-28,490387.081979246,119699.47496819113,72862.20182901532,31800.288496061043,5.620264212637785,305.06,437306.60435648996,104557.20870869343,-32072.167791069056,-3611.064826879282,6.377493331856492,49.3108235147918,85.32072308840289,,Biologics
2023-03-31,161020.20670321918,228734.1736425981,35044.98812802377,118663.68782471007,6.168042072923965,355.81,178485.83318696846,307100.07072934264,-13297.900021584117,-11536.417129003657,45.21053666178072,-63.59877728683571,93.54524638563787,,Biologics
2023-04-30,413886.6018136394,212558.65930468054,45793.06158245683,30865.415438137396,0.8941095230359138,664.93,374144.0789052586,144653.29860289273,9533.86614781737,-9499.486409224997,10.915036108425786,70.30032550932246,112.49615104212506,,Biologics
2023-05-31,409894.749544906,137302.1800152886,45799.85737914381,58365.99518362105,7.051255328383955,302.78,268643.10268910875,99073.90211697311,35470.822219558715,-8415.079927348996,17.88311988069615,11.182260049977423,75.03171239577587,,Biologics
2023-06-30,156225.91752591587,158485.42252093126,152541.73588098565,86026.62034289882,3.252308766385271,388.44,117410.96124241171,170791.64464874088,-14291.33796281728,4761.031501867148,60.36001062803196,-79.88084661243198,-20.488170102386576,,Biologics
2023-07-31,330105.2542284142,80279.95981430082,82592.51235678245,39907.660924598975,7.6795761567563,601.8,408473.6575353428,93532.4705284484,3430.7112945055064,1504.7564995468724,9.18469737286448,146.01072660248204,64.51682784542176,,Biologics
2023-08-31,139509.306732808,253247.23464412065,73392.62815562662,62682.6230427552,2.5398930911913737,680.54,152206.86563224142,283725.0342275065,-14301.426252919753,24091.289093022075,37.91149061692756,-40.191578237319234,39.88843736541795,,Biologics
2023-09-30,105945.54156782858,63739.815363261376,142918.2092419628,100017.45036130409,7.156247447820231,658.58,124408.29013221274,82815.697381583,-6728.594214168499,-1470.849788531864,79.49122825120118,-18.008395702384835,-60.660192573563165,,Biologics
2023-10-31,313104.10595143685,274418.88915767684,69104.9047966308,32539.362972169987,3.3644297247197654,423.35,416946.35406571254,272918.9227021897,-33639.79163985322,31306.986710487974,6.526236795035511,270.47518558106714,55.86651002693778,,Biologics
2023-11-30,343789.36798938265,245155.6571557364,77695.72958077614,60772.35423631214,9.527430754291945,691.7,343521.8249507416,204574.6592687521,17780.487167549636,1758.4473136995587,12.099322138059,1.3711656551465603,66.42270633114043,,Biologics
2023-12-31,389307.35749645403,75769.79021452794,148280.3373532631,27112.397774014407,2.1961567073807955,430.49,344350.4892760063,125396.29071019765,6570.63863832874,-897.5949958932155,10.327459298438695,-13.850491514609567,52.01149905454718,,Biologics
2021-01-31,206419.960773183,154253.48698675967,38827.07029008898,34838.88799959158,3.1884525858988564,487.59,298518.31591352256,114329.14712457388,6858.27932631773,-6045.100863363799,11.294655112230066,0.0,59.98709112408484,,Biologics
2021-02-28,417677.6208608094,69091.59944663853,157326.7224288116,14256.31638500592,1.0532675771025957,362.41,382144.8265661304,75749.06363812058,-17912.02680839217,2329.782345269161,3.798163528723303,86.77366337636734,88.57625826934044,,Biologics
2021-03-31,365802.7314347757,282852.2021868201,144114.10128862876,43234.33466821935,6.3259632724221,808.58,265970.52281010925,249510.15917126785,-11021.951310907132,13759.317245193206,10.420622518197938,-17.863387135129138,66.31174798796184,,Biologics
2021-04-30,290323.3509799788,177025.9928260212,118231.01831014857,24986.890323334002,6.9949327484824915,782.54,421945.2326249903,217598.86430463713,-20338.131574113246,-1665.2224278431795,6.084225437498552,-21.111476696078547,50.48355723147448,,Biologics
2021-05-31,129392.96800025567,67420.76792192993,173350.24249730376,80473.32447600903,1.4976717703478803,441.87,155695.29168587978,86543.55019638113,-5264.715086457262,-7126.201688010682,39.40084607369474,-35.35475087879739,0.556463320410064,,Biologics
2021-06-30,174590.6540837971,179862.2765329589,46528.321749186405,137981.65707268374,2.5669352226298785,662.99,143606.1063468148,213177.3616438196,-1563.0764239637638,-4672.098037368208,79.61733798891869,-0.01113416984573003,75.26656875454391,,Biologics
2021-07-31,115247.52199044918,71963.83727099304,69977.5488929106,68473.97683304339,13.7506242993456,749.47,125067.30443075857,48485.66086458349,8711.155928442973,-470.29948566367847,50.75973897056114,-22.15785509631388,34.15435540133239,,Biologics
2021-08-31,543210.9495698685,305804.50685161044,42626.23049318959,108813.25126419467,2.8382225061783197,605.36,434840.8389443938,257729.86800592154,13461.896224717982,23418.45897433871,16.632012153978543,187.99157555054518,75.26756719446858,,Biologics
2021-09-30,314871.99978371675,119375.6874941464,206733.7904413208,77877.55962261737,2.365977970789759,591.31,414445.7512117,142357.35547808796,15939.099333409498,-2630.613732728908,26.499548745571413,-34.343359738211525,59.18859036107941,,Biologics
2021-10-31,280834.9384443594,268834.51329564623,98396.5550429509,30946.755490877247,5.222285073371106,433.02,437933.0507767263,225644.13071889302,23753.922517867642,-18960.189435275995,9.379574266051579,17.697593289995066,45.64283923230044,,Biologics
2021-11-30,120906.54392011421,102141.12372777742,111679.7314900442,95490.80500767294,13.640797344608188,351.21,96238.59437848671,123372.89364548968,-8727.402669401867,10689.122845767737,114.23069435040883,-61.85238404955967,21.524540987795277,,Biologics
2021-12-31,542631.9416311515,193981.95651414277,34645.96984825832,69185.8402871922,2.4566805848063176,793.47,725890.3315934686,123535.62448723274,11858.376472624619,0.0,11.639531764184223,311.0217183131905,105.44196598693135,,Biologics
2022-01-31,476417.47927098465,166535.58250189334,66888.90776286053,91776.38961701101,9.11809770842608,795.23,412024.3542619476,140339.7354118682,-26190.87719234227,-12475.562177174093,31.363943682781656,-9.826638684194734,110.839056712233,,Biologics
2022-02-28,146375.7607640908,120166.49177418943,82064.25579897614,99180.76734357869,9.777284688621453,648.21,213120.3819171618,78066.05454246642,-4675.718336355371,-3402.600424201029,33.9127906352245,-43.826859731585614,41.740974326897955,,Biologics
